timestamp,source,message
2024-12-03T09:02:07.000Z,hq-osm-t03,/var/log/icinga2/icinga2.log - [2024-12-03 12:02:06 +0300] information/ApiListener: Reconnecting to endpoint 'Lebu Branch' via host '192.168.78.1' and port '5665'
2024-12-03T09:02:07.000Z,hq-osm-t03,"/var/log/icinga2/icinga2.log - [2024-12-03 12:02:06 +0300] information/WorkQueue: #9 (ApiListener, RelayQueue) items: 0, rate: 156.733/s (9404/min 47430/5min 142444/15min);"
2024-12-03T09:02:07.000Z,hq-osm-t03,/var/log/icinga2/icinga2.log - [2024-12-03 12:02:06 +0300] information/ApiListener: Reconnecting to endpoint 'World Bank Branch' via host '10.1.68.1' and port '5665'
2024-12-03T09:02:07.000Z,hq-osm-t03,/var/log/icinga2/icinga2.log - [2024-12-03 12:02:06 +0300] information/ApiListener: Reconnecting to endpoint 'HQ-DTS-T02.awash.local' via host '10.10.13.10' and port '5665'
2024-12-03T09:02:07.000Z,hq-osm-t03,/var/log/icinga2/icinga2.log - [2024-12-03 12:02:06 +0300] critical/ApiListener: Cannot connect to host '10.10.13.10' on port '5665': Connection refused
2024-12-03T09:01:57.000Z,hq-osm-t03,/var/log/icinga2/icinga2.log - [2024-12-03 12:01:56 +0300] information/ApiListener: Reconnecting to endpoint 'HQ-DTS-T02.awash.local' via host '10.10.13.10' and port '5665'
2024-12-03T09:01:57.000Z,hq-osm-t03,/var/log/icinga2/icinga2.log - [2024-12-03 12:01:56 +0300] critical/ApiListener: Cannot connect to host '10.10.13.10' on port '5665': Connection refused
2024-12-03T09:02:02.000Z,hq-osm-t03,"/var/log/icinga2/icinga2.log - [2024-12-03 12:02:01 +0300] critical/ApiListener: Timeout while reconnecting to endpoint 'Lebu Branch' via host '192.168.78.1' and port '5665', cancelling attempt"
2024-12-03T09:02:02.000Z,hq-osm-t03,"/var/log/icinga2/icinga2.log - [2024-12-03 12:02:01 +0300] critical/ApiListener: Timeout while reconnecting to endpoint 'World Bank Branch' via host '10.1.68.1' and port '5665', cancelling attempt"
2024-12-03T09:02:02.000Z,hq-osm-t03,/var/log/icinga2/icinga2.log - [2024-12-03 12:02:01 +0300] critical/ApiListener: Cannot connect to host '192.168.78.1' on port '5665': Operation canceled
2024-12-03T09:02:02.000Z,hq-osm-t03,/var/log/icinga2/icinga2.log - [2024-12-03 12:02:01 +0300] critical/ApiListener: Cannot connect to host '10.1.68.1' on port '5665': Operation canceled
2024-12-03T09:01:47.000Z,hq-osm-t03,/var/log/icinga2/icinga2.log - [2024-12-03 12:01:46 +0300] information/ApiListener: Reconnecting to endpoint 'Lebu Branch' via host '192.168.78.1' and port '5665'
2024-12-03T09:01:47.000Z,hq-osm-t03,/var/log/icinga2/icinga2.log - [2024-12-03 12:01:46 +0300] critical/ApiListener: Cannot connect to host '10.10.13.10' on port '5665': Connection refused
